rank,relevance_score,ai_career_score,final_ai_score,ai_rank,title,company,location,salary,salary_numeric,job_type,summary,url,source,scraped_at
1,12,20,15.2,1,Senior Machine Learning Engineer,Uplers,"Coimbatore, Tamil Nadu, India",Not specified,0,Not specified,,https://in.linkedin.com/jobs/view/senior-machine-learning-engineer-at-uplers-4278053079?position=1&pageNum=0&refId=Xib6FrxQhNSKbR9SiYHyjg%3D%3D&trackingId=20OaO1AV2Oj1LyPCz2iPng%3D%3D,LinkedIn,2025-09-01 17:11:56
